scode	sname	amccode_amccode
105282	SBI Liquid Fund - REGULAR PLAN -Weekly Dividend	22
118328	Sundaram Money Fund - Bonus Option	33
119690	Sundaram Money Fund - Direct Plan - Bonus Option	33
119688	Sundaram Money Fund - Direct Plan - Daily Dividend Reinvestment Option	33
119692	Sundaram Money Fund - Direct Plan - Fortnightly Dividend Reinvestment Option	33
119686	Sundaram Money Fund - Direct Plan - Growth Option	33
119687	Sundaram Money Fund - Direct Plan - Monthly Dividend Option	33
119689	Sundaram Money Fund - Direct Plan - Quarterly Dividend Reinvestment Option	33
119691	Sundaram Money Fund - Direct Plan - Weekly Dividend Reinvestment Option	33
140006	SUNDARAM MONEY FUND - UNCLAIMED AMOUNT PLAN - UNCLAIMED DIVIDEND LESS THAN THREE YEARS	33
140005	SUNDARAM MONEY FUND - UNCLAIMED AMOUNT PLAN - UNCLAIMED DIVIDEND MORE THAN THREE YEARS	33
140003	SUNDARAM MONEY FUND - UNCLAIMED AMOUNT PLAN - UNCLAIMED REDEMPTION LESS THAN THREE YEARS	33
140004	SUNDARAM MONEY FUND - UNCLAIMED AMOUNT PLAN - UNCLAIMED REDEMPTION MORE THAN THREE YEARS	33
103392	Sundaram Money Fund Regular Daily Div. Reinvest (Formerly Super Institutional Plan)	33
103395	Sundaram Money Fund Regular fortnightly Div.Rein (Formerly Super Institutional Plan)	33
103397	Sundaram Money Fund Regular Growth (Formerly Super Institutional Plan)	33
103396	Sundaram Money Fund Regular monthly Div. (Formerly Super Institutional Plan)	33
103393	Sundaram Money Fund Regular Qrtly Div. Reinvest (Formerly Super Institutional Plan)	33
100618	Sundaram Money Fund- Retail Appreciation	33
100620	Sundaram Money Fund- Retail Daily Dividend Reinvestment	33
100622	Sundaram Money Fund- Retail Fortnightly Div Reinvst	33
100623	Sundaram Money Fund- Retail Monthly Div. Reinvst	33
100619	Sundaram Money Fund- Retail Quarterly Dividend Reinvestment	33
100621	Sundaram Money Fund- Retail Weekly Div. Reinvst	33
102701	Sundaram Money Fund-Institutional Plan-Daily Div. Reinvestment	33
102702	Sundaram Money Fund-Institutional Plan-Fortnightly Div Reinvestment	33
102703	Sundaram Money Fund-Institutional Plan-Growth Option	33
102704	Sundaram Money Fund-Institutional Plan-Monthly Div. Reinvestment	33
102705	Sundaram Money Fund-Institutional Plan-Quarterly Div. Reinvestment	33
102706	Sundaram Money Fund-Institutional Plan-Weekly Dividend Reinvestment	33
103394	Sundaram Money Fund Regular weekly Dividend. Rein (Formerly Super Institutional Plan)	33
102672	Tata Liquid Fund -Regular Plan  -  Growth	25
101714	Tata Liquid Fund Regular Plan  - Daily Dividend	25
119862	Tata Liquid Fund- Direct Plan-Daily Dividend	25
119861	Tata Liquid Fund- Direct Plan-Growth	25
111915	Taurus Liquid Fund - Regular Plan - SI Growth Option	26
113248	Taurus Liquid Fund - Regular Plan - SI Weekly Dividend Option	26
111703	Taurus Liquid Fund - Regular Plan -SI Daily Dividend Option	26
140079	Taurus Liquid Fund - Unclaimed Redemption & Dividend Plan	26
111760	Taurus Liquid Fund Insti Growth	26
118891	Taurus Liquid Fund-Direct Plan-SI Daily Dividend Option	26
118893	Taurus Liquid Fund-Direct Plan-SI Growth Option	26
118892	Taurus Liquid Fund-Direct Plan-SI Weekly Dividend Option	26
104240	Taurus Liquid Fund-Dividend	26
104241	Taurus Liquid Fund-Growth	26
115401	Union Liquid Fund - Daily Dividend Option	61
119301	Union Liquid Fund - Direct Plan - Daily Dividend Option	61
119305	Union Liquid Fund - Direct Plan - Fortnightly Dividend Option	61
119303	Union Liquid Fund - Direct Plan - Growth Option	61
119302	Union Liquid Fund - Direct Plan - Monthly Dividend Option	61
119304	Union Liquid Fund - Direct Plan - Weekly Dividend Option	61
115399	Union Liquid Fund - Fortnightly Dividend Option	61
115398	Union Liquid Fund - Growth Option	61
115400	Union Liquid Fund - Monthly Dividend Option	61
142345	Union Liquid Fund - Unclaimed Amounts Plan - Dividend Beyond 3 years	61
142344	Union Liquid Fund - Unclaimed Amounts Plan - Dividend Upto 3 years	61
142343	Union Liquid Fund - Unclaimed Amounts Plan - Redemption Beyond 3 years	61
142342	Union Liquid Fund - Unclaimed Amounts Plan - Redemption Upto 3 years	61
115402	Union Liquid Fund - Weekly Dividend Option	61
134427	UTI - Liquid Cash Plan - Direct Plan - Annual Dividend Option	28
141768	UTI - Liquid Cash Plan - Direct Plan - Flexi Dividend Option	28
140913	UTI - Liquid Cash Plan - Direct Plan - Fortnightly Dividend Option	28
140504	UTI - Liquid Cash Plan - Direct Plan - Half Yearly Dividend Option	28
120794	UTI - Liquid Cash Plan - Direct Plan - Monthly Dividend Option	28
140024	UTI - Liquid Cash Plan - Direct Plan - Quarterly Dividend Option	28
133973	UTI - Liquid Cash Plan - Regular Plan - Annual Dividend Option	28
139838	UTI - Liquid Cash Plan - Regular Plan - Fortnightly Dividend Option	28
144475	UTI - Liquid Cash Plan - Regular Plan - Half Yearly Dividend Option	28
135721	UTI - Liquid Cash Plan - Regular Plan - Quarterly Dividend Option	28
120558	UTI-  Liquid Cash Plan - Direct Plan - Daily Dividend Reinvestment Option	28
120304	UTI-  Liquid Cash Plan - Direct Plan - Growth Option	28
120777	UTI-  Liquid Cash Plan - Direct Plan - Weekly Dividend Option	28
102010	UTI-  Liquid Cash Plan - Regular Plan - Daily Dividend Reinvestment Option	28
140517	UTI-  Liquid cash plan - Regular Plan - Flexi Dividend Option	28
102012	UTI-  Liquid Cash Plan - Regular Plan - Growth Option	28
102011	UTI-  Liquid Cash Plan - Regular Plan - Monthly Dividend Option	28
102013	UTI-  Liquid Cash Plan - Regular Plan - Weekly Dividend Option	28
102008	UTI-  Liquid Cash Plan- Discontinued - Regular Plan - Monthly Dividend Option	28
102009	UTI-  Liquid Cash Plan- Discontinued - Regular Plan -Growth	28
102007	UTI-  Liquid Cash Plan- Discontinued -Regular Plan Periodic Dividend Option	28
145969	YES Liquid Fund- Direct plan-Daily Dividend Option	71
145966	YES Liquid Fund- Direct plan-Fortnightly Dividend Option	71
145971	YES Liquid Fund- Direct plan-Growth Option	71
145967	YES Liquid Fund- Direct plan-Monthly Dividend Option	71
145970	YES Liquid Fund- Direct plan-Weekly Dividend Option	71
145963	YES Liquid Fund- Regular plan-Daily Dividend Option	71
145965	YES Liquid Fund- Regular plan-Fortnightly Dividend Option	71
145968	YES Liquid Fund- Regular plan-Growth Option	71
145972	YES Liquid Fund- Regular plan-Monthly Dividend Option	71
145964	YES Liquid Fund- Regular plan-Weekly Dividend Option	71
131623	ICICI Prudential Long Term Bond Fund - Annual Dividend	20
122673	ICICI Prudential Long Term Bond Fund - Bonus	20
120743	ICICI Prudential Long Term Bond Fund - Direct Plan - Growth	20
120748	ICICI Prudential Long Term Bond Fund - Direct Plan - Half Yearly Dividend	20
120747	ICICI Prudential Long Term Bond Fund - Direct Plan - Quarterly Dividend	20
100365	ICICI Prudential Long Term Bond Fund - Growth	20
100364	ICICI Prudential Long Term Bond Fund - Half Yearly Dividend	20
100367	ICICI Prudential Long Term Bond Fund - Quarterly Dividend	20
131622	ICICI Prudential Long Term Bond Fund Direct Plan - Annual Dividend	20
100366	ICICI Prudential Long Term Bond Fund-Institutional Quarterly Dividend	20
101642	ICICI Prudential Long Term Bond Fund - Institutional Dividend Halfyearly	20
101643	ICICI Prudential Long Term Bond Fund-Institutional Option-Growth	20
143703	Nippon India Nivesh Lakshya Fund- Annual Dividend Plan	21
143711	Nippon India Nivesh Lakshya Fund- Direct Plan - Annual Dividend Plan	21
143707	Nippon India Nivesh Lakshya Fund- Direct Plan - Dividend Plan	21
143701	Nippon India Nivesh Lakshya Fund- Direct Plan - Half Yearly Dividend Plan	21
143705	Nippon India Nivesh Lakshya Fund- Direct Plan - Monthly Dividend Plan	21
143704	Nippon India Nivesh Lakshya Fund- Direct Plan- Growth Option	21
143709	Nippon India Nivesh Lakshya Fund- Direct Plan- Quarterly Dividend Plan	21
143706	Nippon India Nivesh Lakshya Fund- Dividend Plan	21
143702	Nippon India Nivesh Lakshya Fund- Growth Option	21
143710	Nippon India Nivesh Lakshya Fund- Half Yearly Dividend Plan	21
143712	Nippon India Nivesh Lakshya Fund- Monthly Dividend Plan	21
143708	Nippon India Nivesh Lakshya Fund- Quarterly Dividend Plan	21
119524	Aditya Birla Sun Life Low duration Fund - Daily Dividend - Direct Plan	3
113307	Aditya Birla Sun Life Low Duration Fund - Daily Dividend - Regular Plan	3
119523	Aditya Birla Sun Life Low duration Fund - Growth - Direct Plan	3
103192	Aditya Birla Sun Life Low Duration Fund - Growth Plan	3
103191	Aditya Birla Sun Life Low Duration Fund - Institutional Plan - Daily Dividend	3
103195	Aditya Birla Sun Life Low Duration Fund - Institutional Plan - Growth	3
103194	Aditya Birla Sun Life Low Duration Fund - Institutional Plan - Weekly Dividend	3
119522	Aditya Birla Sun Life Low Duration Fund - Weekly Dividend - Direct Plan	3
103193	Aditya Birla Sun Life Low duration Fund - Weekly Dividend - Regular Plan	3
112215	Axis Treasury Advantage Fund - Daily Dividend Option	53
128961	Axis Treasury Advantage Fund - Direct Plan - Bonus Option	53
120515	Axis Treasury Advantage Fund - Direct Plan - Daily Dividend Option	53
120513	Axis Treasury Advantage Fund - Direct Plan - Growth Option	53
120516	Axis Treasury Advantage Fund - Direct Plan - Monthly Dividend Option	53
120514	Axis Treasury Advantage Fund - Direct Plan - Weekly Dividend Option	53
112214	Axis Treasury Advantage Fund - Growth Option	53
112216	Axis Treasury Advantage Fund - Institutional Plan - Weekly Dividend Option	53
112217	Axis Treasury Advantage Fund - Monthly Dividend Option	53
112720	Axis Treasury Advantage Fund - Retail Plan - Daily Dividend Option	53
112717	Axis Treasury Advantage Fund - Retail Plan - Growth Option	53
112718	Axis Treasury Advantage Fund - Retail Plan - Monthly Dividend Option	53
112719	Axis Treasury Advantage Fund - Retail Plan - Weekly Dividend Option	53
125137	Baroda Pioneer Treasury Advantage Fund - Plan B (Direct) - Bonus Option	4
112028	Baroda Pioneer Treasury Advantage Fund- Regular Plan - Quarterly Dividend Option	4
125136	Baroda Treasury Advantage Fund - Plan A - Bonus Option	4
119309	Baroda Treasury Advantage Fund - Plan B (Direct) - Daily Dividend Option	4
119410	Baroda Treasury Advantage Fund - Plan B (Direct) - Growth Option	4
119411	Baroda Treasury Advantage Fund - Plan B (Direct) - Monthly Dividend Option	4
119439	Baroda Treasury Advantage Fund - Plan B (Direct) - Quarterly Dividend Option	4
119409	Baroda Treasury Advantage Fund - Plan B (Direct) - Weekly Dividend Option	4
112032	Baroda Treasury Advantage Fund- Plan A- Daily Dividend Option	4
112029	Baroda Treasury Advantage Fund- Plan A- Growth Option	4
112035	Baroda Treasury Advantage Fund- Plan A- Monthly Dividend Option	4
112034	Baroda Treasury Advantage Fund- Plan A- Quarterly Dividend Option	4
112033	Baroda Treasury Advantage Fund- Plan A- Weekly Dividend Option	4
112025	Baroda Treasury Advantage Fund- Regular Plan - Daily Dividend Option	4
112031	Baroda Treasury Advantage Fund- Regular Plan - Growth Option	4
112027	Baroda Treasury Advantage Fund- Regular Plan - Monthly Dividend Option	4
112026	Baroda Treasury Advantage Fund- Regular Plan - Weekly Dividend Option	4
117944	BNP PARIBAS LOW DURATION FUND  DAILY DIVIDEND OPTION	59
117945	BNP PARIBAS LOW DURATION FUND  GROWTH OPTION	59
117947	BNP PARIBAS LOW DURATION FUND  MONTHLY DIVIDEND OPTION	59
117946	BNP PARIBAS LOW DURATION FUND  WEEKLY DIVIDEND OPTION	59
120007	BNP Paribas LOW DURATION Fund - Direct Plan - Daily Dividend Option	59
120008	BNP Paribas LOW DURATION Fund - Direct Plan - Growth Option	59
120009	BNP Paribas LOW DURATION Fund - Direct Plan - Monthly Dividend Option	59
120010	BNP Paribas LOW DURATION Fund - Direct Plan - Weekly Dividend Option	59
113483	BNP PARIBAS LOW DURATION Fund-Regular Plan- Daily Dividend Option (Compulsory Reinvestment)	59
113476	BNP PARIBAS LOW DURATION Fund-Regular Plan-Growth Option	59
113478	BNP PARIBAS LOW DURATION Fund-Regular Plan-Monthly Dividend Option	59
113477	BNP PARIBAS LOW DURATION Fund-Regular Plan-Weekly Dividend Option	59
104559	Canara Robeco Savings Fund - Regular Plan - DAILY DIVIDEND REINVESTMENT	32
113144	Canara Robeco Savings Fund - Regular Plan - MONTHLY DIVIDEND	32
118293	Canara Robeco Savings Fund- Direct Plan - Daily Dividend Reinvestment	32
118294	Canara Robeco Savings Fund- Direct Plan - Weekly Dividend Option	32
102914	Canara Robeco Savings Fund- Regular Plan - DIVIDEND	32
102913	Canara Robeco Savings Fund- Regular Plan - GROWTH	32
102915	Canara Robeco Savings Fund- Regular Plan - Weekly Dividend	32
118292	Canara Robeco Savings Fund-Direct Plan - Dividend Option	32
118291	Canara Robeco Savings Fund-Direct Plan - Growth Option	32
118295	Canara Robeco Savings Fund-Direct Plan - Monthly Dividend Option	32
133922	DSP Low Duration Fund - Direct Plan - Daily Dividend	6
133925	DSP Low Duration Fund - Direct Plan - Growth	6
133928	DSP Low Duration Fund - Direct Plan - Monthly Dividend	6
133924	DSP Low Duration Fund - Direct Plan - Quarterly Dividend	6
133923	DSP Low Duration Fund - Direct Plan - Weekly Dividend	6
133919	DSP Low Duration Fund - Regular Plan - Daily Dividend	6
133926	DSP Low Duration Fund - Regular Plan - Growth	6
133920	DSP Low Duration Fund - Regular Plan - Monthly Dividend	6
133921	DSP Low Duration Fund - Regular Plan - Quarterly Dividend	6
133927	DSP Low Duration Fund - Regular Plan - Weekly Dividend	6
140217	Edelweiss Low Duration Fund - Direct Plan - Annual Dividend Option	47
140222	Edelweiss Low Duration Fund - Direct Plan - Daily Dividend Option	47
140216	Edelweiss Low Duration Fund - Direct Plan - Dividend Option	47
140223	Edelweiss Low Duration Fund - Direct Plan - Fortnightly Dividend Option	47
140220	Edelweiss Low Duration Fund - Direct Plan - Growth Option	47
140218	Edelweiss Low Duration Fund - Direct Plan - Monthly Dividend Option	47
140219	Edelweiss Low Duration Fund - Direct Plan - Weekly Dividend Option	47
140208	Edelweiss Low Duration Fund - Regular Plan - Daily Dividend Option	47
140214	Edelweiss Low Duration Fund - Regular Plan - Dividend Option	47
140205	Edelweiss Low Duration Fund - Regular Plan - Fortnightly Dividend Option	47
140207	Edelweiss Low Duration Fund - Regular Plan - Growth Option	47
140206	Edelweiss Low Duration Fund - Regular Plan - Monthly Dividend Option	47
140209	Edelweiss Low Duration Fund - Regular Plan - Weekly Dividend Option	47
140200	Edelweiss Low Duration Fund - Retail Plan - Daily Dividend Option	47
140201	Edelweiss Low Duration Fund - Retail Plan - Growth Option	47
140204	Edelweiss Low Duration Fund - Retail Plan - Monthly Dividend Option	47
140202	Edelweiss Low Duration Fund - Retail Plan - Weekly Dividend Option	47
118530	Franklin India Low Duration Fund - Direct - Growth	27
118528	Franklin India Low Duration Fund - Direct - Monthly Dividend	27
118529	Franklin India Low Duration Fund - Direct - Quarterly Dividend	27
113135	Franklin India Low Duration Fund - Growth Plan	27
100503	Franklin India Low Duration Fund -Monthly Dividend	27
100504	Franklin India Low Duration Fund-Quarterly Dividend	27
105548	HDFC Low Duration Fund- Retail Daily Dividend	9
102452	HDFC Low Duration Fund- Retail Growth	9
105543	HDFC Low Duration Fund- Retail Monthly Dividend	9
105547	HDFC Low Duration Fund- Wholesale Daily Dividend	9
105546	HDFC Low Duration Fund- Wholesale Monthly Dividend	9
105545	HDFC Low Duration Fund- Wholesale Weekly Dividend	9
105544	HDFC Low Duration Fund- Wholesale- Growth	9
118945	HDFC Low Duration Fund-Direct Plan-Daily Dividend	9
118942	HDFC Low Duration Fund-Direct Plan-Growth	9
118943	HDFC Low Duration Fund-Direct Plan-Monthly Dividend	9
118944	HDFC Low Duration Fund-Direct Plan-Weekly Dividend	9
102453	HDFC Low Duration Fund-Retail Weekly Dividend	9
104344	HSBC Low Duration Fund  - Growth	37
104350	HSBC Low Duration Fund  - Regular - Growth	37
120065	HSBC Low Duration Fund - Daily Dividend Direct	37
104351	HSBC Low Duration Fund - Dividend - Daily	37
104348	HSBC Low Duration Fund - Dividend - Monthly	37
104352	HSBC Low Duration Fund - Dividend - Weekly	37
120066	HSBC Low Duration Fund - Growth Direct	37
104349	HSBC Low Duration Fund - Inst. Plus - Dividend - Daily	37
120067	HSBC Low Duration Fund - Monthly Dividend Direct	37
104343	HSBC Low Duration Fund - Regular -  Dividend - Weekly	37
104342	HSBC Low Duration Fund - Regular - Dividend - Daily	37
120063	HSBC Low Duration Fund - Weekly Dividend Direct	37
130900	ICICI Prudential Savings Fund - Bonus	20
101618	ICICI Prudential Savings Fund - Daily Dividend	20
120397	ICICI Prudential Savings Fund - Direct Plan - Daily Dividend	20
120399	ICICI Prudential Savings Fund - Direct Plan - Dividend Others	20
122904	ICICI Prudential Savings Fund - Direct Plan - Fortnightly Dividend	20
120398	ICICI Prudential Savings Fund - Direct Plan - Growth	20
122651	ICICI Prudential Savings Fund - Direct Plan - Monthly Dividend	20
122982	ICICI Prudential Savings Fund - Direct Plan - Quarterly Dividend	20
120396	ICICI Prudential Savings Fund - Direct Plan - Weekly Dividend	20
130952	ICICI Prudential Savings Fund - Direct Plan Bonus	20
115511	ICICI Prudential Savings Fund - Dividend Others	20
122748	ICICI Prudential Savings Fund - Fortnightly Dividend	20
101619	ICICI Prudential Savings Fund - Growth	20
122531	ICICI Prudential Savings Fund - Monthly Dividend	20
122995	ICICI Prudential Savings Fund - Quarterly Dividend	20
101617	ICICI Prudential Savings Fund - Weekly Dividend	20
111795	ICICI Prudential Savings Fund Retail Daily Dividend	20
111794	ICICI Prudential Savings Fund Retail Growth	20
111793	ICICI Prudential Savings Fund Retail Weekly Dividend	20
118368	IDFC Low Duration Fund -Direct Plan-Daily Dividend	48
118371	IDFC Low Duration Fund -Direct Plan-Growth	48
118372	IDFC Low Duration Fund -Direct Plan-Monthly Dividend	48
118370	IDFC Low Duration Fund -Direct Plan-Periodic Dividend	48
118369	IDFC Low Duration Fund -Direct Plan-Quarterly Dividend	48
118373	IDFC Low Duration Fund -Direct Plan-Weekly Dividend	48
108633	IDFC Low Duration Fund -Regular Plan- Daily Dividend	48
108632	IDFC Low Duration Fund -Regular Plan- Growth	48
108635	IDFC Low Duration Fund -Regular Plan- Monthly Dividend	48
116020	IDFC Low Duration Fund -Regular Plan- Periodic Dividend	48
116413	IDFC Low Duration Fund -Regular Plan- Quarterly Dividend	48
108634	IDFC Low Duration Fund -Regular Plan- Weekly Dividend	48
130794	Invesco India Treasury Advantage Fund - Annual Bonus	42
104727	Invesco India Treasury Advantage Fund - Bonus	42
105025	Invesco India Treasury Advantage Fund - Daily Dividend	42
120569	Invesco India Treasury Advantage Fund - Direct Plan - Bonus	42
120567	Invesco India Treasury Advantage Fund - Direct Plan - Discretionary Dividend option	42
120570	Invesco India Treasury Advantage Fund - Direct Plan - Growth	42
120571	Invesco India Treasury Advantage Fund - Direct Plan - Monthly Dividend	42
120568	Invesco India Treasury Advantage Fund - Direct Plan - Weekly Dividend	42
120566	Invesco India Treasury Advantage Fund - Direct Plan -Daily Dividend	42
115458	Invesco India Treasury Advantage Fund - Discretionary Dividend option	42
104726	Invesco India Treasury Advantage Fund - Growth	42
104729	Invesco India Treasury Advantage Fund - Monthly Dividend	42
104728	Invesco India Treasury Advantage Fund - Regular - Growth	42
104723	Invesco India Treasury Advantage Fund - Regular - Monthly Dividend	42
104722	Invesco India Treasury Advantage Fund - Regular - Weekly Dividend	42
105024	Invesco India Treasury Advantage Fund - Regular Daily Dividend	42
104725	Invesco India Treasury Advantage Fund - Weekly Dividend	42
143610	JM Low Duration Fund (Direct) - Bonus Option - Principal Units	16
143604	JM Low Duration Fund (Direct) - Daily Dividend	16
143606	JM Low Duration Fund (Direct) - Fortnightly Dividend	16
143612	JM Low Duration Fund (Direct) - Growth	16
143611	JM Low Duration Fund (Direct) - Weekly Dividend	16
143609	JM Low Duration Fund - Bonus Option - Principal Units	16
143603	JM Low Duration Fund - Daily Dividend	16
143605	JM Low Duration Fund - Fortnightly Dividend	16
143607	JM Low Duration Fund - Growth	16
143608	JM Low Duration Fund - Weekly Dividend	16
133807	Kotak Low Duration - Regular Plan-Weekly Dividend	17
133812	Kotak Low Duration Fund - Direct Plan- Monthly Dividend Option	17
135498	Kotak Low Duration Fund - Regular Plan - Normal Dividend	17
133813	Kotak Low Duration Fund Direct Plan- Bonus Option	17
133810	Kotak Low Duration Fund- Direct Plan- Growth Option	17
133811	Kotak Low Duration Fund- Direct Plan- Weekly Dividend Option	17
133805	Kotak Low Duration Fund- Regular Plan-Growth Option	17
133809	Kotak Low Duration Fund- Regular Plan-Monthly Dividend Option	17
133802	Kotak Low Duration Fund-Retail Plan-Growth Option	17
133808	Kotak Low Duration Fund-Retail Plan-Monthly Dividend Option	17
133804	Kotak Low Duration Fund-Retail Plan-Weekly Dividend Option	17
134421	L&T Low Duration Fund - Direct Plan - Annual Dividend	56
134422	L&T Low Duration Fund - Regular Plan - Annual Dividend	56
119808	L&T Low Duration Fund-Direct Plan-Dividend	56
119809	L&T Low Duration Fund-Direct Plan-Growth	56
118134	L&T Low Duration Fund-Regular Plan - Dividend	56
118133	L&T Low Duration Fund-Regular Plan - Growth	56
120316	LIC MF Savings Fund-Direct Plan-Daily Dividend	18
120315	LIC MF Savings Fund-Direct Plan-Growth	18
120317	LIC MF Savings Fund-Direct Plan-Monthly Dividend	18
120318	LIC MF Savings Fund-Direct Plan-Weekly Dividend	18
111676	LIC MF Savings Fund-Regular Plan-Daily Dividend	18
101830	LIC MF Savings Fund-Regular Plan-Growth	18
101829	LIC MF Savings Fund-Regular Plan-Monthly Dividend	18
111675	LIC MF Savings Fund-Regular Plan-Weekly Dividend	18
140613	Mahindra Low Duration Bachat Yojana - Direct Plan  -Growth	69
140617	Mahindra Low Duration Bachat Yojana - Direct Plan - Daily Dividend Reinvestment	69
140619	Mahindra Low Duration Bachat Yojana - Direct Plan - Monthly Dividend Option	69
140618	Mahindra Low Duration Bachat Yojana - Direct Plan - Weekly Dividend Option	69
140614	Mahindra Low Duration Bachat Yojana - Regular Plan - Daily Dividend Reinvestment	69
140620	Mahindra Low Duration Bachat Yojana - Regular Plan - Growth	69
140616	Mahindra Low Duration Bachat Yojana - Regular Plan - Monthly Dividend Option	69
140615	Mahindra Low Duration Bachat Yojana - Regular Plan - Weekly Dividend Option	69
118843	Mirae Asset Savings Fund - Direct Plan - Daily Dividend	45
118840	Mirae Asset Savings Fund - Direct Plan - Growth	45
118841	Mirae Asset Savings Fund - Direct Plan - Monthly Dividend	45
118842	Mirae Asset Savings Fund - Direct Plan - Quarterly Dividend	45
118844	Mirae Asset Savings Fund - Direct Plan - Weekly Dividend	45
107698	Mirae Asset Savings Fund-Regular Plan- Daily Dividend	45
107695	Mirae Asset Savings Fund-Regular Plan- Growth	45
107705	Mirae Asset Savings Fund-Regular Savings Plan- Growth	45
107704	Mirae Asset Savings Fund-Regular Savings Plan- Monthly Dividend	45
107702	Mirae Asset Savings Fund-Regular Savings Plan- Quarterly Dividend	45
107701	Mirae Asset Savings Fund-Regular Savings Plan- Weekly Dividend	45
107700	Mirae Asset SavingsFund-Regular Savings Plan- Daily Dividend	45
125264	Nippon India Low Duration Fund - Direct Plan - Dividend Plan	21
118703	Nippon India Low Duration Fund - Direct Plan Daily Dividend Reinvestment Option	21
118702	Nippon India Low Duration Fund - Direct Plan Growth Plan - Bonus Option	21
118709	Nippon India Low Duration Fund - Direct Plan Growth Plan - Growth Option	21
118704	Nippon India Low Duration Fund - Direct Plan Monthly Dividend Plan	21
118705	Nippon India Low Duration Fund - Direct Plan Quarterly Dividend Plan	21
118706	Nippon India Low Duration Fund - Direct Plan Weekly Dividend Plan	21
125265	Nippon India Low Duration Fund - Dividend Plan	21
111744	Nippon India Low Duration Fund - Retail Plan - Daily Dividend Reinvestment Option	21
111748	Nippon India Low Duration Fund - Retail Plan - Growth Plan - Growth Option	21
111743	Nippon India Low Duration Fund - Retail Plan - Growth Plan -Bonus Option	21
111751	Nippon India Low Duration Fund - Retail Plan - Monthly Dividend Plan	21
111752	Nippon India Low Duration Fund - Retail Plan - Quarterly Dividend Plan	21
111745	Nippon India Low Duration Fund - Retail Plan - Weekly Dividend Plan	21
111747	Nippon India Low Duration Fund -Daily Dividend Reinvestment Option	21
111746	Nippon India Low Duration Fund -Growth Plan -Bonus Option	21
111749	Nippon India Low Duration Fund -Monthly Dividend Plan	21
111750	Nippon India Low Duration Fund -Quarterly Dividend Plan	21
111754	Nippon India Low Duration Fund -Weekly Dividend Plan	21
111753	Nippon India Low Duration Fund- Growth Plan - Growth Option	21
138450	PGIM India Low Duration Fund  -  Annual  Bonus	58
138437	PGIM India Low Duration Fund - ANNUAL DIV	58
138430	PGIM India Low Duration Fund - DAILY DIV	58
138452	PGIM India Low Duration Fund - Direct Dividend	58
138449	PGIM India Low Duration Fund - Direct Plan -  Annual  Bonus	58
138444	PGIM India Low Duration Fund - Direct Plan - Annual Dividend	58
138441	PGIM India Low Duration Fund - Direct Plan - Daily Dividend	58
138442	PGIM India Low Duration Fund - Direct Plan - Fortnightly Dividend	58
138443	PGIM India Low Duration Fund - Direct Plan - Growth	58
138447	PGIM India Low Duration Fund - Direct Plan - Monthly Bonus	58
138439	PGIM India Low Duration Fund - Direct Plan - Monthly Dividend	58
138445	PGIM India Low Duration Fund - Direct Plan - Quarterly Dividend	58
138446	PGIM India Low Duration Fund - Direct Plan - Weekly Dividend	58
138426	PGIM India Low Duration Fund - FORTNIGHTLY DIV	58
138423	PGIM India Low Duration Fund - GR	58
138448	PGIM India Low Duration Fund - Monthly Bonus Option	58
138436	PGIM India Low Duration Fund - QUARTERLY DIV	58
138438	PGIM India Low Duration Fund DIV OPTION	58
138429	PGIM India Low Duration Fund INSTITUTIONAL - MONTHLY DIV	58
138427	PGIM India Low Duration Fund INSTITUTIONAL -GR	58
138431	PGIM India Low Duration Fund INSTITUTIONAL -Weekly	58
138432	PGIM India Low Duration Fund INSTITUTIONAL-Daily	58
138435	PGIM India Low Duration Fund- Bonus Option	58
138424	PGIM India Low Duration Fund- MONTHLY DIV	58
138425	PGIM India Low Duration Fund- WEEKLY DIV	58
119445	Principal Low Duration Fund - Direct Plan - Daily Dividend Option	10
119448	Principal Low Duration Fund - Direct Plan - Growth Option	10
119447	Principal Low Duration Fund - Direct Plan - Monthly Dividend Option	10
119446	Principal Low Duration Fund - Direct Plan - Weekly Dividend Option	10
102723	Principal Low Duration Fund - Weekly Dividend Option	10
105461	Principal Low Duration Fund -Daily Dividend Option	10
102722	Principal Low Duration Fund- Growth Option	10
102724	Principal Low Duration Fund- Monthly Dividend Option	10
119810	SBI MAGNUM LOW DURATION FUND - DIRECT PLAN - DAILY DIVIDEND	22
119811	SBI MAGNUM LOW DURATION FUND - DIRECT PLAN - FORTNIGHTLY DIVIDEND	22
119812	SBI MAGNUM LOW DURATION FUND - DIRECT PLAN - GROWTH	22
119818	SBI MAGNUM LOW DURATION FUND - DIRECT PLAN - MONTHLY DIVIDEND	22
119819	SBI MAGNUM LOW DURATION FUND - DIRECT PLAN - WEEKLY DIVIDEND	22
106215	SBI MAGNUM LOW DURATION FUND - REGULAR PLAN - FORTNIGHTLY DIVIDEND	22
106212	SBI MAGNUM LOW DURATION FUND - REGULAR PLAN - GROWTH	22
106216	SBI MAGNUM LOW DURATION FUND - REGULAR PLAN - MONTHLY DIVIDEND	22
106214	SBI MAGNUM LOW DURATION FUND - REGULAR PLAN - WEEKLY DIVIDEND	22
106213	SBI MAGNUM LOW DURATION FUND - REGULAR PLAN -DAILY DIVIDEND	22
106221	SBI Short Horizon Debt Fund - Ultra Short Term Fund - Institutional Plan - Daily Dividend	22
