scode	sname	amccode_amccode
147389	Tata Corporate Bond Fund - Direct Plan -Growth (Segregated Portfolio 1)	25
147390	Tata Corporate Bond Fund - Direct Plan -Monthly Dividend (Segregated Portfolio 1)	25
147391	Tata Corporate Bond Fund - Direct Plan -Weekly Dividend (Segregated Portfolio 1)	25
119102	Tata Corporate Bond Fund- Direct Plan-Daily Dividend	25
119104	Tata Corporate Bond Fund- Direct Plan-Growth	25
119105	Tata Corporate Bond Fund- Direct Plan-Monthly Dividend	25
119103	Tata Corporate Bond Fund- Direct Plan-Weekly Dividend	25
147388	Tata Corporate Bond Fund-Direct Plan-Daily Dividend (Segregated Portfolio 1)	25
106129	Tata Corporate Bond Fund -Regular Plan -  Growth	25
147392	Tata Corporate Bond Fund -Regular Plan-Growth(Segregated Portfolio 1)	25
147393	Tata Corporate Bond Fund - Regular Plan  -Monthly Dividend - (Segregated Portfolio 1)	25
106132	Tata Corporate Bond Fund -Regular Plan -  Monthly Dividend	25
147394	Tata Corporate Bond Fund - Regular Plan - Weekly Dividend (Segregated Portfolio 1)	25
106131	Tata Corporate Bond Fund-Regular Plan - Weekly Dividend	25
143242	Union Corporate Bond Fund - Direct Plan - Dividend Option	61
143241	Union Corporate Bond Fund - Direct Plan - Growth Option	61
143240	Union Corporate Bond Fund - Regular Plan - Dividend Option	61
143239	Union Corporate Bond Fund - Regular Plan - Growth Option	61
144344	UTI Corporate Bond Fund - Direct Plan - Annual Div Option	28
144341	UTI Corporate Bond Fund - Direct Plan - Flexi Div Option	28
144339	UTI Corporate Bond Fund - Direct Plan - Growth Option	28
144340	UTI Corporate Bond Fund - Direct Plan - Half Yearly Div Option	28
144346	UTI Corporate Bond Fund - Direct Plan - Quarterly Div Option	28
144337	UTI Corporate Bond Fund - Regular Plan - Annual Div Option	28
144338	UTI Corporate Bond Fund - Regular Plan - Flexi Div Option	28
144345	UTI Corporate Bond Fund - Regular Plan - Growth Option	28
144343	UTI Corporate Bond Fund - Regular Plan - Half Yearly Div Option	28
144342	UTI Corporate Bond Fund - Regular Plan - Quarterly Div Option	28
134388	Aditya Birla Sun Life Credit Risk Fund - Direct Plan - Bonus	3
134385	Aditya Birla Sun Life Credit Risk Fund - Direct Plan - Dividend	3
134387	Aditya Birla Sun Life Credit Risk Fund - Direct Plan - Growth	3
134384	Aditya Birla Sun Life Credit Risk Fund - Regular Plan - Bonus	3
134386	Aditya Birla Sun Life Credit Risk Fund - Regular Plan - Dividend	3
134383	Aditya Birla Sun Life Credit Risk Fund - Regular Plan - Growth	3
130314	Axis Credit Risk Fund - Direct Plan - Growth	53
130312	Axis Credit Risk Fund - Direct Plan - Monthly Dividend	53
130311	Axis Credit Risk Fund - Direct Plan - Weekly Dividend	53
130309	Axis Credit Risk Fund - Regular Plan - Growth	53
130313	Axis Credit Risk Fund - Regular Plan - Monthly Dividend	53
130310	Axis Credit Risk Fund - Regular Plan - weekly Dividend	53
133525	Baroda Credit Risk Fund -Plan A -Bonus Option	4
133486	Baroda Credit Risk Fund -Plan A -Growth Option	4
133517	Baroda Credit Risk Fund -Plan A -Monthly Dividend	4
133518	Baroda Credit Risk Fund -Plan A -Quarterly Dividend	4
133678	Baroda Credit Risk Fund -Plan B(Direct)-Bonus Option	4
133520	Baroda Credit Risk Fund -Plan B-(Direct) Monthly Dividend	4
133524	Baroda Credit Risk Fund -Plan B-(Direct) Quarterly Dividend	4
133488	Baroda Credit Risk Fund -Plan B-Growth Option	4
133868	BOI AXA Credit Risk  Fund - Direct Plan	46
133867	BOI AXA Credit Risk Fund - Regular Plan	46
119087	DSP Credit Risk Fund - Direct Plan - Daily Dividend	6
119083	DSP Credit Risk Fund - Direct Plan - Dividend	6
119082	DSP Credit Risk Fund - Direct Plan - Growth	6
119084	DSP Credit Risk Fund - Direct Plan - Monthly Dividend	6
119085	DSP Credit Risk Fund - Direct Plan - Quarterly Dividend	6
119086	DSP Credit Risk Fund - Direct Plan - Weekly Dividend	6
117061	DSP Credit Risk Fund - Regular Plan - Monthly Dividend	6
117062	DSP Credit Risk Fund - Regular Plan - Quarterly Dividend	6
101840	DSP Credit Risk Fund - Regular Plan -Daily Dividend	6
101839	DSP Credit Risk Fund - Regular Plan -Dividend	6
101837	DSP Credit Risk Fund - Regular Plan -Growth	6
101838	DSP Credit Risk Fund - Regular Plan -Weekly Dividend	6
118552	Franklin India Credit Risk Fund - Direct - Dividend	27
118553	Franklin India Credit Risk Fund - Direct - Growth	27
116154	Franklin India Credit Risk Fund - Dividend	27
116153	Franklin India Credit Risk Fund - Growth	27
128051	HDFC Credit Risk Debt Fund - Direct Option - Growth Option	9
133147	HDFC Credit Risk Debt Fund - Direct Option - Normal Dividend Option	9
128050	HDFC Credit Risk Debt Fund - Direct Plan - Quarterly Dividend Option	9
128053	HDFC Credit Risk Debt Fund - Growth Option	9
133148	HDFC Credit Risk Debt Fund - Regular Option - Normal Dividend Option	9
128052	HDFC Credit Risk Debt Fund - Regular Plan - Quarterly Dividend Option	9
134342	ICICI Prudential Credit Risk Fund - Annual Dividend	20
130943	ICICI Prudential Credit Risk Fund - Bonus	20
134341	ICICI Prudential Credit Risk Fund - Direct Plan - Annual Dividend	20
120711	ICICI Prudential Credit Risk Fund - Direct Plan - Growth	20
120710	ICICI Prudential Credit Risk Fund - Direct Plan - Half Yearly Dividend	20
120709	ICICI Prudential Credit Risk Fund - Direct Plan - Quarterly Dividend	20
130944	ICICI Prudential Credit Risk Fund - Direct Plan Bonus	20
114239	ICICI Prudential Credit Risk Fund - Growth	20
114241	ICICI Prudential Credit Risk Fund - Half Yearly Dividend	20
114240	ICICI Prudential Credit Risk Fund - Quarterly Dividend	20
128337	IDBI Credit Risk Fund Annual Dividend - Direct Plan	57
128332	IDBI Credit Risk Fund Annual Dividend - Regular Plan	57
127181	IDBI Credit Risk Fund Growth Direct	57
127183	IDBI Credit Risk Fund Growth Regular	57
127184	IDBI Credit Risk Fund Quarterly Dividend - Direct Plan	57
127182	IDBI Credit Risk Fund Quarterly Dividend - Regular Plan	57
140610	IDFC Credit Risk Fund-Direct Plan-Annual Dividend	48
140603	IDFC Credit Risk Fund-Direct Plan-Growth	48
140605	IDFC Credit Risk Fund-Direct Plan-Half Yearly Dividend	48
140606	IDFC Credit Risk Fund-Direct Plan-Periodic Dividend	48
140604	IDFC Credit Risk Fund-Direct Plan-Quarterly Dividend	48
140608	IDFC Credit Risk Fund-Regular Plan-Annual Dividend	48
140609	IDFC Credit Risk Fund-Regular Plan-Growth	48
140611	IDFC Credit Risk Fund-Regular Plan-Half Yearly Dividend	48
140612	IDFC Credit Risk Fund-Regular Plan-Periodic Dividend	48
140607	IDFC Credit Risk Fund-Regular Plan-Quaterly Dividend	48
130725	Invesco India Credit Risk Fund - Direct Plan - Discretionary Dividend	42
130722	Invesco India Credit Risk Fund - Direct Plan - Growth	42
130724	Invesco India Credit Risk Fund - Direct Plan - Monthly Dividend	42
130726	Invesco India Credit Risk Fund - Regular Plan - Discretionary Dividend	42
130721	Invesco India Credit Risk Fund - Regular Plan - Growth	42
130723	Invesco India Credit Risk Fund - Regular Plan - Monthly Dividend	42
117715	Kotak Credit Risk Fund - Annual Dividend	17
119740	Kotak Credit Risk Fund - Annual Dividend - Direct	17
117716	Kotak Credit Risk Fund - Growth	17
119741	Kotak Credit Risk Fund - Growth - Direct	17
117717	Kotak Credit Risk Fund - Monthly Dividend	17
119742	Kotak Credit Risk Fund - Monthly Dividend - Direct	17
117718	Kotak Credit Risk Fund - Quarterly Dividend	17
119744	Kotak Credit Risk Fund - Quaterly Direct Dividend - Direct	17
117719	Kotak Credit Risk Fund - Weekly Dividend	17
119743	Kotak Credit Risk Fund - Weekly Dividend - Direct	17
119785	L&T Credit Risk Fund - Direct Plan - Dividend	56
134332	L&T Credit Risk Fund - Direct Plan -Annual Dividend	56
134331	L&T Credit Risk Fund - Regular Plan - Annual Dividend	56
112632	L&T Credit Risk Fund - Regular Plan - Growth	56
119786	L&T Credit Risk Fund- Direct Plan - Growth	56
112630	L&T Credit Risk Fund- Regular Plan - Bonus	56
112631	L&T Credit Risk Fund- Regular Plan - Dividend	56
144406	Mahindra Credit Risk Yojana - Direct Plan - Discretionary Dividend	69
144403	Mahindra Credit Risk Yojana - Direct Plan - Growth	69
144404	Mahindra Credit Risk Yojana - Direct Plan - Quarterly Dividend	69
144405	Mahindra Credit Risk Yojana - Regular Plan - Discretionary Dividend	69
144401	Mahindra Credit Risk Yojana - Regular Plan - Growth	69
144402	Mahindra Credit Risk Yojana - Regular Plan - Quarterly Dividend	69
112938	Nippon India Credit Risk Fund  - Growth Plan	21
112939	Nippon India Credit Risk Fund  - Institutional Growth Plan	21
112941	Nippon India Credit Risk Fund  - Quarterly Dividend Plan	21
118780	Nippon India Credit Risk Fund - Direct Plan - Growth Plan	21
118781	Nippon India Credit Risk Fund - Direct Plan Quarterly Dividend Plan	21
132873	Nippon India Credit Risk Fund- Direct Plan- Dividend Plan	21
132871	Nippon India Credit Risk Fund- Dividend Plan	21
138897	PGIM India Credit Risk Fund - Direct Plan - Annual Dividend	58
138902	PGIM India Credit Risk Fund - Direct Plan - Dividend	58
138898	PGIM India Credit Risk Fund - Direct Plan - Growth	58
138899	PGIM India Credit Risk Fund - Direct Plan - Monthly Dividend	58
138900	PGIM India Credit Risk Fund - Direct Plan - Quarterly Dividend	58
138907	PGIM India Credit Risk Fund - Regular Plan - Annual Dividend	58
138908	PGIM India Credit Risk Fund - Regular Plan - Dividend	58
138905	PGIM India Credit Risk Fund - Regular Plan - Growth	58
138906	PGIM India Credit Risk Fund - Regular Plan - Monthly Dividend	58
138903	PGIM India Credit Risk Fund - Regular Plan - Quarterly Dividend	58
119450	Principal Credit Risk Fund - Direct Plan - Growth Option	10
119449	Principal Credit Risk Fund - Direct Plan - Monthly Dividend Option	10
102729	Principal Credit Risk Fund - Regular Plan - Growth Option	10
102732	Principal Credit Risk Fund - Regular Plan - Monthly Dividend Option	10
119792	SBI CREDIT RISK FUND - DIRECT  PLAN - DAILY DIVIDEND	22
119793	SBI CREDIT RISK FUND - DIRECT PLAN - DIVIDEND	22
119798	SBI CREDIT RISK FUND - DIRECT PLAN -GROWTH	22
118211	SBI CREDIT RISK FUND - REGULAR PLAN - DAILY DIVIDEND	22
102506	SBI CREDIT RISK FUND - REGULAR PLAN - DIVIDEND	22
102505	SBI CREDIT RISK FUND - REGULAR PLAN - GROWTH	22
134964	Sundaram  Short Term Credit Risk Fund- Direct Plan - Monthly Dividend	33
119634	Sundaram Short Term Credit Risk Fund  - Direct Plan - Bonus Option	33
134967	Sundaram Short Term Credit Risk Fund  - Direct Plan - Weekly Dividend	33
134970	Sundaram Short Term Credit Risk Fund  - Regular Plan - Half Yearly Dividend	33
134968	Sundaram Short Term Credit Risk Fund  - Regular Plan - Quarterly Dividend	33
119633	Sundaram Short Term Credit Risk Fund - Direct Plan - Dividend Option	33
119632	Sundaram Short Term Credit Risk Fund - Direct Plan - Growth Option	33
134965	Sundaram Short Term Credit Risk Fund - Direct Plan - Quarterly Dividend	33
101544	Sundaram Short Term Credit Risk Fund -Dividend	33
134966	Sundaram Short Term Credit Risk Fund- Regular Plan - Fortnightly Dividend	33
134969	Sundaram Short Term Credit Risk Fund- Regular Plan - Monthly Dividend	33
134971	Sundaram Short Term Credit Risk Fund- Regular Plan - Weekly Dividend	33
101545	Sundaram Short Term Credit Risk Fund-Appreciation	33
134963	Sundaram Short Term Credit Risk- Direct Plan - Fortnightly Dividend	33
147659	UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Annual Dividend Option	28
147656	UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Flexi Dividend Option	28
147651	UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Growth Option	28
147660	UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Half Yearly Dividend Option	28
147653	UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Monthly Dividend Option	28
147655	UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Quarterly Dividend Option	28
147657	UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Annual Dividend Option	28
147654	UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Flexi Dividend Option	28
147650	UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Growth Option	28
147658	UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Half Yearly Dividend Option	28
147652	UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Monthly Dividend Option	28
147649	UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Quarterly Dividend Option	28
117981	UTI Credit Risk Fund  - Regular Plan - Growth Option	28
117982	UTI Credit Risk Fund  - Regular Plan - Quarterly Div Option	28
135290	UTI Credit Risk Fund - Direct Plan - Annual Div Option	28
136302	UTI Credit Risk Fund - Direct Plan - Flexi Div Option	28
120764	UTI Credit Risk Fund - Direct Plan - Growth Option	28
135418	UTI Credit Risk Fund - Direct Plan - Half Yearly Div Option	28
131419	UTI Credit Risk Fund - Direct Plan - Monthly Div Option	28
120765	UTI Credit Risk Fund - Direct Plan - Quarterly Div Option	28
133344	UTI Credit Risk Fund - Regular Plan - Annual Div Option	28
135051	UTI Credit Risk Fund - Regular Plan - Flexi Div Option	28
135419	UTI Credit Risk Fund - Regular Plan - Half Yearly Div Option	28
131418	UTI Credit Risk Fund - Regular Plan - Monthly Div Option	28
132918	Aditya Birla Sun Life Dynamic Bond Fund - Direct Plan - Dividend	3
119505	Aditya Birla Sun Life Dynamic Bond Fund - Growth - Direct Plan	3
102767	Aditya Birla Sun Life Dynamic Bond Fund - Growth - Regular Plan	3
119503	Aditya Birla Sun Life Dynamic Bond Fund - Monthly Dividend - Direct Plan	3
111521	Aditya Birla Sun Life Dynamic Bond Fund - Monthly Dividend - Regular Plan	3
119502	Aditya Birla Sun Life Dynamic Bond Fund - Quarterly Dividend - Direct Plan	3
102766	Aditya Birla Sun Life Dynamic Bond Fund - Quarterly Dividend - Regular Plan	3
132917	Aditya Birla Sun Life Dynamic Bond Fund - Regular Plan - Dividend	3
111848	Aditya Birla Sun Life Dynamic Bond Fund-Discipline Advantage Plan-Growth	3
115131	Axis Dynamic Bond Fund  - Half Yearly Dividend option	53
120451	Axis Dynamic Bond Fund - Direct Plan - Growth Option	53
120450	Axis Dynamic Bond Fund - Direct Plan - Half Yearly Dividend Option	53
120452	Axis Dynamic Bond Fund - Direct Plan - Quarterly Dividend Option	53
115068	Axis Dynamic Bond Fund - Growth Option	53
115069	Axis Dynamic Bond Fund - Quarterly Dividend option	53
117629	Baroda Dynamic Bond Fund - Plan A - Dividend	4
117631	Baroda Dynamic Bond Fund - Plan A - Growth Option	4
119336	Baroda Dynamic Bond Fund - Plan B (Direct) - Dividend	4
119337	Baroda Dynamic Bond Fund - Plan B (Direct) - Growth Option	4
119991	BNP Paribas Flexi Debt Fund - Direct Plan - Daily Dividend Option	59
119992	BNP Paribas Flexi Debt Fund - Direct Plan - Growth Option	59
119993	BNP Paribas Flexi Debt Fund - Direct Plan - Half Yearly Dividend Option	59
119994	BNP Paribas Flexi Debt Fund - Direct Plan - Monthly Option	59
119995	BNP Paribas Flexi Debt Fund - Direct Plan - Quarterly Dividend Option	59
119996	BNP Paribas Flexi Debt Fund - Direct Plan - Weekly Dividend Option	59
117958	BNP Paribas Flexi Debt Fund Daily Dividend Option	59
117957	BNP Paribas Flexi Debt Fund Growth Option	59
117962	BNP Paribas Flexi Debt Fund Half Yearly Dividend Option	59
117960	BNP Paribas Flexi Debt Fund Monthly Option	59
117961	BNP Paribas Flexi Debt Fund Quarterly Dividend Option	59
117959	BNP Paribas Flexi Debt Fund Weekly Dividend Option	59
113526	BNP PARIBAS Flexi Debt Fund-Regular Plan A - Growth Option	59
113528	BNP PARIBAS Flexi Debt Fund-Regular Plan A - Quarterly Dividend Option	59
118283	Canara Robeco Dynamic Bond Fund - Direct Plan - Dividend Option	32
118284	Canara Robeco Dynamic Bond Fund - Direct Plan - Growth	32
111963	Canara Robeco Dynamic Bond Fund - Regular Plan - Dividend	32
111962	Canara Robeco Dynamic Bond Fund - Regular Plan - Growth	32
119240	DSP Strategic Bond Fund - Direct Plan - Daily Dividend	6
119238	DSP Strategic Bond Fund - Direct Plan - Dividend	6
119239	DSP Strategic Bond Fund - Direct Plan - Growth	6
119236	DSP Strategic Bond Fund - Direct Plan - Monthly Dividend	6
119237	DSP Strategic Bond Fund - Direct Plan - Weekly Dividend	6
111786	DSP Strategic Bond Fund - Regular Plan - Daily Dividend	6
105668	DSP Strategic Bond Fund - Regular Plan - Dividend	6
105669	DSP Strategic Bond Fund - Regular Plan - Growth	6
105667	DSP Strategic Bond Fund - Regular Plan - Monthly Dividend	6
105878	DSP Strategic Bond Fund - Regular Plan - Weekly Dividend	6
140236	Edelweiss Dynamic Bond Fund - Direct Plan - Annual Dividend Option	47
140235	Edelweiss Dynamic Bond Fund - Direct Plan - Dividend Option	47
140237	Edelweiss Dynamic Bond Fund - Direct Plan - Growth Option	47
140230	Edelweiss Dynamic Bond Fund - Institutional Plan - Growth Option	47
140233	Edelweiss Dynamic Bond Fund - Regular Plan - Annual Dividend Option	47
140232	Edelweiss Dynamic Bond Fund - Regular Plan - Dividend Option	47
140229	Edelweiss Dynamic Bond Fund - Regular Plan - Growth Option	47
117836	ESSEL FLEXIBLE INCOME FUND - QUARTERLY DIVIDEND	54
117839	ESSEL FLEXIBLE INCOME FUND MONTHLY DIVIDEND	54
119151	ESSEL FLEXIBLE INCOME FUND-DIRECT PLAN-GROWTH OPTION	54
119152	ESSEL FLEXIBLE INCOME FUND-DIRECT PLAN-MONTHLY DIVIDEND OPTION	54
119153	ESSEL FLEXIBLE INCOME FUND-DIRECT PLAN-QUARTERLY DIVIDEND OPTION	54
117810	ESSEL FLEXIBLE INCOME FUND-GROWTH	54
118496	Franklin India Dynamic Accrual Fund - Direct - Dividend	27
118495	Franklin India Dynamic Accrual Fund - Direct - Growth	27
100498	Franklin India Dynamic Accrual Fund-Dividend	27
100499	Franklin India Dynamic Accrual Fund-Growth	27
101872	HDFC Dynamic Debt Fund - Growth Option	9
119075	HDFC Dynamic Debt Fund - Growth Option - Direct Plan	9
119072	HDFC Dynamic Debt Fund - Half Yearly Dividend - Direct Plan	9
101874	HDFC Dynamic Debt Fund - Half Yearly Dividend Option	9
133369	HDFC Dynamic Debt Fund - Normal Dividend - Direct Plan	9
133370	HDFC Dynamic Debt Fund - Normal Dividend Option	9
119073	HDFC Dynamic Debt Fund - Quarterly Dividend - Direct Plan	9
119074	HDFC Dynamic Debt Fund - Yearly Dividend - Direct Plan	9
101875	HDFC Dynamic Debt Fund - Yearly Dividend Option	9
101873	HDFC Dynamic Debt Fund -Quarterly Dividend Option	9
120047	HSBC Flexi Debt Fund - Fortnightly Dividend Direct	37
120048	HSBC Flexi Debt Fund - Growth Direct	37
110439	HSBC Flexi Debt Fund - Half Yearly Dividend	37
120049	HSBC Flexi Debt Fund - Half-yearly Dividend Direct	37
120050	HSBC Flexi Debt Fund - Monthly Dividend Direct	37
110438	HSBC Flexi Debt Fund - Quarterly Dividend	37
120051	HSBC Flexi Debt Fund - Quarterly Dividend Direct	37
